Time,FT1,FT2,FT3,FT4,FT5,FT6
11:00:15:882228,-0.589,-0.049,0.365,0.002,-0.024,-0.005
11:00:15:887397,-0.677,-0.04,0.333,0.003,-0.027,-0.005
11:00:15:892565,-0.736,-0.017,0.235,0.002,-0.028,-0.004
11:00:15:897713,-0.816,0.015,-0.02,0.002,-0.031,-0.002
11:00:15:902793,-0.869,0.031,-0.231,0.001,-0.033,-0.001
11:00:15:907950,-0.888,0.037,-0.265,0.001,-0.035,0
11:00:15:913118,-0.908,0.051,-0.203,0.001,-0.037,0
11:00:15:918280,-0.93,0.06,-0.16,0.001,-0.037,0
11:00:15:923443,-0.983,0.061,-0.126,0.001,-0.037,-0.001
11:00:15:929035,-1.014,0.051,-0.087,0.002,-0.037,-0.002
11:00:15:934134,-1.013,0.031,0.02,0.002,-0.036,-0.003
11:00:15:939400,-0.952,0.025,0.097,0.004,-0.036,-0.003
11:00:15:944918,-0.904,0.034,0.069,0.005,-0.036,-0.003
11:00:15:950073,-0.854,0.056,-0.082,0.008,-0.035,-0.002
11:00:15:955227,-0.828,0.061,-0.224,0.01,-0.034,-0.002
11:00:15:960397,-0.816,0.043,-0.231,0.012,-0.033,-0.002
11:00:15:965606,-0.804,-0.006,-0.099,0.015,-0.033,-0.004
11:00:15:970696,-0.791,-0.055,0.046,0.017,-0.034,-0.005
11:00:15:975866,-0.781,-0.071,0.064,0.018,-0.035,-0.005
11:00:15:981037,-0.784,-0.052,-0.016,0.021,-0.038,-0.004
11:00:15:986435,-0.816,-0.015,-0.078,0.023,-0.04,-0.004
11:00:15:991737,-0.875,0.024,-0.118,0.024,-0.043,-0.004
11:00:15:996814,-0.995,0.027,-0.206,0.027,-0.049,-0.003
11:00:16:1909,-1.02,-0.019,-0.284,0.028,-0.053,-0.002
11:00:16:6981,-1.031,-0.08,-0.368,0.024,-0.06,0
11:00:16:12143,-1.059,-0.07,-0.358,0.015,-0.064,0.001
11:00:16:17309,-1.122,-0.014,-0.312,0.005,-0.067,0.001
11:00:16:22454,-1.266,0.091,-0.264,-0.005,-0.068,0.001
11:00:16:27622,-1.406,0.127,-0.303,-0.008,-0.069,0
11:00:16:32725,-1.524,0.095,-0.413,-0.007,-0.069,0
11:00:16:37894,-1.613,0.075,-0.518,-0.006,-0.071,0
11:00:16:43062,-1.776,0.072,-0.677,-0.005,-0.073,-0.001
